date,eto,ndvi_mean,ndwi_mean,ndmi_mean,gndvi_mean,evi_mean,evi2_mean,savi_mean,lst_mean,sensor_temperatura_90cm_mean,sensor_humedad_90cm_mean,sensor_salinidad_90cm_mean,irrigation_mm
2022-01-10,,0.3524999320507049,-0.4772541565554483,-0.0458945275417396,0.4772541565554483,0.1970240346023014,0.212093571467059,0.220751338239227,16.361,,,,0.39032
2022-01-11,,0.3524999320507049,-0.4772541565554483,-0.0458945275417396,0.4772541565554483,0.1970240346023014,0.212093571467059,0.220751338239227,6.692,,,,0.39032
2022-01-12,,,,,,,,,7.996,,,,0.39032
2022-01-13,,,,,,,,,7.499,,,,0.39032
2022-01-14,,,,,,,,,3.897,,,,0.39032
2022-01-15,,0.3738854133657047,-0.4818817611251558,-0.0527323061334235,0.4818817611251558,0.227658670927797,0.2303358167409896,0.2379095235041209,8.042,,,,0.39032
2022-01-16,1.2364285714285714,0.3738854133657047,-0.4818817611251558,-0.0527323061334235,0.4818817611251558,0.227658670927797,0.2303358167409896,0.2379095235041209,8.129,,,,0.39032
2022-01-17,0.9107142857142856,,,,,,,,7.541,,,,0.39032
2022-01-18,0.7414285714285713,,,,,,,,7.405,,,,0.39032
2022-01-19,0.7485714285714286,,,,,,,,6.569,,,,0.39032
2022-01-20,0.7328571428571429,0.3768836515290397,-0.4610153245074408,-0.0171782041766813,0.4610153245074408,0.2182010508009365,0.221853317958968,0.2321324497461319,6.835,,,,0.39032
2022-01-21,0.7542857142857143,0.3768836515290397,-0.4610153245074408,-0.0171782041766813,0.4610153245074408,0.2182010508009365,0.221853317958968,0.2321324497461319,6.252,,,,0.39032
2022-01-22,0.74,,,,,,,,-0.211,,,,0.39032
2022-01-23,0.7142857142857142,,,,,,,,-1.035,,,,0.39032
2022-01-24,0.7099999999999999,,,,,,,,1.554,,,,0.39032
2022-01-25,0.7228571428571426,0.1355255698519093,-0.1204087308474949,0.139268435537815,0.1204087308474949,0.0970276131161621,0.0660112178219216,0.0721338782459497,2.279,,,,0.39032
2022-01-26,0.7214285714285713,0.1355255698519093,-0.1204087308474949,0.139268435537815,0.1204087308474949,0.0970276131161621,0.0660112178219216,0.0721338782459497,3.29,,,,0.39032
2022-01-27,0.7299999999999998,,,,,,,,4.434,,,,0.39032
2022-01-28,0.7614285714285712,,,,,,,,10.865,,,,0.39032
2022-01-29,0.834285714285714,,,,,,,,8.75,,,,0.39032
2022-01-30,0.8814285714285711,0.3694509512611797,-0.449239330632346,-0.00401467989598,0.449239330632346,0.2215018197894096,0.2256839871406555,0.2340292451637131,9.471,,,,0.39032
2022-01-31,0.954285714285714,0.3694509512611797,-0.449239330632346,-0.00401467989598,0.449239330632346,0.2215018197894096,0.2256839871406555,0.2340292451637131,12.565,,,,0.39032
2022-02-01,1.0757142857142854,,,,,,,,12.747,,,,0.6214266666666667
2022-02-02,1.1857142857142853,,,,,,,,14.296,,,,0.6214266666666667
2022-02-03,1.2485714285714284,,,,,,,,13.587,,,,0.6214266666666667
2022-02-04,1.231428571428571,0.1773831163133893,-0.1825093291699886,0.0985959012593541,0.1825093291699886,0.2632049205047743,0.1594784627003329,0.1477200463414192,11.85,,,,0.6214266666666667
2022-02-05,1.2299999999999998,0.1773831163133893,-0.1825093291699886,0.0985959012593541,0.1825093291699886,0.2632049205047743,0.1594784627003329,0.1477200463414192,,,,,0.6214266666666667
2022-02-06,1.2057142857142853,,,,,,,,10.003,,,,0.6214266666666667
2022-02-07,1.144285714285714,,,,,,,,12.547,,,,0.6214266666666667
