fecha,eto,viento_max,viento_med,precip_max,precip,temp_max_abs,temp_max,temp_med,temp_min_abs,temp_min,hr_max,hr_med,hr_min,rad_max,rad_med
2022-01-26,0.72,4.39,0.32,0.0,0.0,13.13,12.96,10.83,8.66,8.95,82.3,70.42,63.56,451.9,30.3
2022-01-27,0.77,2.626,0.23,0.0,0.0,14.13,13.84,10.69,8.53,8.74,86.37,73.65,60.63,738.0,66.19
2022-01-28,1.04,4.39,0.44,0.0,0.0,16.63,16.19,9.45,3.52,4.12,82.57,68.14,39.74,729.5,124.13
2022-01-29,1.07,2.117,0.36,0.0,0.0,20.33,19.15,8.01,1.095,1.5,87.9,59.33,14.72,628.2,156.76
2022-01-30,0.97,2.038,0.27,0.0,0.0,20.29,19.76,7.91,0.331,0.73,79.32,50.69,13.46,623.9,155.78
2022-01-30,0.97,2.038,0.27,0.0,0.0,20.29,19.76,7.91,0.331,0.73,79.32,50.69,13.46,623.9,155.78
2022-01-31,1.51,4.841,0.55,0.0,0.0,24.36,24.05,12.42,1.669,2.09,72.63,37.08,10.12,600.0,146.57
2022-02-01,1.65,7.546,0.86,0.0,0.0,19.22,18.26,13.24,6.951,7.59,67.16,37.49,22.99,626.0,158.13
2022-02-02,1.49,3.704,0.47,0.0,0.0,25.33,24.81,12.43,3.596,4.02,77.07,49.73,18.22,638.7,162.96
2022-02-03,1.21,2.097,0.28,0.0,0.0,24.59,23.95,12.4,3.967,4.35,74.51,50.23,21.24,649.6,157.36
2022-02-04,0.92,3.214,0.08,0.0,0.0,24.68,23.44,14.29,6.041,6.71,68.28,48.15,18.87,686.0,133.29
2022-02-05,1.06,4.096,0.44,0.0,0.0,17.62,17.02,13.1,9.47,9.71,78.89,70.25,57.56,731.4,75.04
2022-02-06,0.8,3.881,0.1,1.5,1.7,16.78,15.68,12.47,7.383,7.96,89.07,79.85,63.66,458.3,59.26
2022-02-07,1.34,4.88,0.35,0.0,0.0,21.5,20.87,11.26,4.189,4.86,90.13,68.26,17.77,660.3,169.73
2022-02-08,0.96,3.802,0.25,0.0,0.0,17.35,16.18,10.95,6.512,7.14,87.7,73.82,51.08,880.0,81.63
2022-02-09,1.28,4.116,0.44,0.0,0.0,17.04,16.29,10.54,6.234,6.62,87.45,70.68,43.82,822.0,142.13
2022-02-10,1.2,2.96,0.34,0.0,0.0,16.92,16.45,11.05,6.714,7.35,83.92,69.48,46.24,914.0,126.49
2022-02-11,1.17,4.253,0.27,0.0,0.0,17.66,17.05,9.78,4.326,4.69,88.78,73.27,46.1,623.8,132.84
2022-02-12,1.36,3.959,0.39,0.0,0.0,17.91,17.46,10.71,6.006,6.25,86.93,70.38,40.2,714.3,152.15
2022-02-13,1.66,7.722,0.75,0.0,0.0,18.57,18.0,10.58,4.058,4.49,88.33,70.5,38.67,660.4,164.77
2022-02-14,1.88,8.08,0.83,0.0,0.0,19.95,19.44,12.75,6.843,7.39,87.0,52.74,17.96,873.0,140.11
2022-02-15,2.12,6.056,0.89,0.0,0.0,20.34,19.62,12.32,5.878,6.85,58.38,41.33,17.21,807.0,181.34
2022-02-16,2.29,6.84,0.93,0.0,0.0,22.82,22.48,13.96,5.101,5.85,57.58,37.27,19.26,800.0,168.86
2022-02-17,2.02,5.88,0.54,0.0,0.0,25.05,24.37,16.5,8.97,9.35,62.84,38.83,22.96,707.5,190.71
2022-02-18,1.93,5.625,0.5,0.0,0.0,24.49,24.05,13.59,4.664,5.09,81.82,49.98,18.14,709.6,191.26
2022-02-19,1.75,6.782,0.89,0.0,0.0,19.9,19.34,13.42,8.33,8.82,75.42,60.19,42.08,774.3,106.07
2022-02-20,1.53,4.724,0.44,0.0,0.0,18.25,17.8,13.25,7.621,8.27,80.36,61.25,42.82,824.0,137.49
2022-02-21,2.02,5.625,0.5,0.0,0.0,24.62,24.2,13.88,4.324,4.91,86.98,50.69,12.19,735.4,196.3
2022-02-22,1.9,4.626,0.46,0.0,0.0,21.5,21.02,14.2,7.254,7.61,55.37,33.79,12.87,741.9,202.73
2022-02-23,1.68,5.586,0.51,0.0,0.0,19.56,19.01,10.95,4.069,4.37,78.22,60.73,34.32,944.0,153.44
2022-02-24,1.96,4.547,0.48,0.0,0.0,22.74,22.15,12.84,4.53,5.05,86.67,63.22,16.1,892.0,187.79
2022-02-25,1.64,7.115,1.1,0.8,1.2,17.29,16.58,13.78,11.34,11.68,87.6,71.36,50.35,854.0,94.47
2022-02-26,1.79,7.154,1.29,0.0,0.0,15.37,14.99,12.83,8.83,9.18,75.29,62.94,40.22,854.0,85.42
2022-02-27,1.36,4.39,0.5,0.8,0.8,15.71,15.25,11.73,8.39,8.6,86.52,65.42,43.21,818.0,95.88
2022-02-28,1.86,5.41,0.45,0.0,0.0,18.33,17.21,12.55,7.687,8.16,79.26,60.06,39.24,903.0,182.92
2022-03-01,2.08,5.018,0.4,0.0,0.0,22.87,22.02,12.74,4.73,5.16,84.12,61.06,23.46,772.0,213.79
2022-03-01,2.08,5.018,0.4,0.0,0.0,22.87,22.02,12.74,4.73,5.16,84.12,61.06,23.46,772.0,213.79
2022-03-02,2.1,5.958,0.41,0.0,0.0,22.37,21.81,13.28,6.614,7.11,86.38,61.44,28.77,759.2,203.47
2022-03-03,2.1,6.056,0.72,17.4,18.3,22.55,21.29,15.39,9.65,11.16,86.77,50.13,26.76,953.0,137.68
2022-03-04,0.73,5.351,0.18,3.0,11.6,13.03,12.49,10.4,8.25,8.43,88.38,82.08,75.14,271.2,29.52
2022-03-05,1.1,3.842,0.03,0.6,1.2,16.17,15.59,11.09,6.276,6.75,88.38,72.93,45.77,1069.0,90.36
2022-03-06,0.91,6.88,0.74,2.8,7.4,12.17,11.82,10.23,9.16,9.43,95.3,89.08,79.27,312.1,51.28
2022-03-09,2.05,4.488,0.26,2.9,2.9,20.26,19.26,11.97,4.754,5.26,92.88,68.48,31.79,994.0,211.63
2022-03-10,1.76,3.489,0.01,0.0,0.0,18.92,18.22,12.62,8.33,8.58,88.78,70.91,45.57,933.0,177.68
2022-03-11,1.64,4.645,0.01,1.3,2.1,19.6,18.99,13.21,7.856,8.16,88.4,73.47,49.24,940.0,153.27
2022-03-12,2.02,4.155,0.01,0.1,0.2,21.81,21.35,14.79,8.76,9.22,88.15,55.58,21.49,1170.0,216.5
2022-03-13,2.03,4.586,0.0,0.3,0.3,21.17,20.46,14.76,9.16,9.46,75.13,55.46,34.32,882.0,209.98
2022-03-14,1.57,8.68,0.48,1.2,1.6,22.25,21.84,16.13,11.92,12.2,83.8,64.74,28.53,355.0,64.04
2022-03-15,3.42,9.64,2.3,0.0,0.0,22.18,21.25,19.77,18.3,18.63,45.76,38.02,29.34,215.1,31.25
2022-03-16,1.44,8.72,0.82,2.8,7.9,20.49,20.09,15.81,12.32,12.47,89.08,68.12,33.85,146.3,22.15
2022-03-17,0.83,4.782,0.38,5.5,16.4,14.24,14.0,12.62,11.28,11.43,89.4,87.43,76.5,262.6,28.67
2022-03-18,1.33,5.37,0.16,0.1,0.1,17.2,16.79,13.64,10.68,10.92,84.37,70.08,52.11,735.8,88.48
2022-03-19,1.25,4.528,0.03,0.1,0.4,16.99,15.98,13.19,11.04,11.2,86.33,74.61,57.62,1056.0,87.67
2022-03-20,1.32,5.214,0.42,0.5,2.0,15.95,15.6,13.46,11.07,11.22,88.07,79.11,67.44,447.5,81.56
2022-03-21,1.45,4.606,0.36,4.0,5.0,17.96,17.62,14.66,12.93,13.03,88.18,79.79,63.0,1067.0,90.46
2022-03-22,1.3,7.272,1.52,2.0,9.4,15.51,15.12,13.04,11.41,11.53,88.9,86.25,75.57,856.0,59.72
2022-03-23,0.97,7.958,2.05,4.7,31.4,13.7,13.54,12.42,11.51,11.64,88.83,87.49,82.77,213.1,21.2
2022-03-24,2.0,9.04,2.68,0.2,0.7,16.32,16.1,14.62,13.23,13.38,84.12,74.5,66.56,576.6,88.91
2022-03-25,1.43,9.02,2.25,4.0,15.3,15.25,15.08,13.85,12.08,12.4,87.87,76.93,68.03,260.4,36.69
2022-03-26,1.21,6.938,0.6,0.2,0.2,16.32,15.93,13.04,10.95,11.17,86.45,78.77,69.12,669.1,58.38
2022-03-27,1.79,3.352,0.35,0.0,0.0,18.6,17.57,13.4,9.03,9.34,83.78,68.15,52.43,946.0,128.42
2022-03-28,1.27,4.684,0.46,0.0,0.0,16.52,16.02,12.25,7.755,8.17,86.65,74.8,63.73,404.5,69.26
2022-03-29,2.43,6.017,0.8,0.0,0.0,20.47,19.76,14.93,10.24,10.56,84.33,64.97,46.53,824.0,164.54
2022-03-30,1.25,2.548,0.1,1.4,6.7,17.52,16.94,13.86,11.68,12.02,89.6,83.53,67.89,692.7,76.15
2022-03-31,3.09,7.174,1.28,0.1,0.1,20.27,19.65,14.45,8.6,9.54,82.47,52.38,28.93,1110.0,197.09
2022-03-31,3.09,7.174,1.28,0.1,0.1,20.27,19.65,14.45,8.6,9.54,82.47,52.38,28.93,1110.0,197.09
2022-04-01,3.15,8.04,1.23,0.0,0.0,17.94,17.51,13.56,7.826,8.49,63.9,40.77,22.82,1164.0,210.07
2022-04-02,3.57,8.25,1.24,0.0,0.0,16.97,16.52,10.77,4.068,4.82,59.3,35.74,18.9,968.0,301.76
2022-04-03,2.89,6.096,1.09,0.0,0.0,14.63,14.1,9.72,4.028,4.95,70.02,44.11,32.14,1065.0,246.65
2022-04-04,1.33,10.29,1.39,0.7,5.1,10.41,10.04,8.66,6.775,7.16,84.37,75.35,48.24,189.4,37.67
2022-04-05,0.7,4.332,0.58,5.1,36.4,9.64,9.47,8.01,5.728,5.84,89.32,86.52,79.87,99.0,18.92
2022-04-06,2.96,7.526,0.79,0.1,0.1,18.62,18.24,11.13,5.438,5.6,85.87,63.99,35.87,1271.0,248.22
2022-04-07,3.87,6.762,0.84,0.0,0.0,24.6,23.67,15.46,5.834,7.41,77.36,48.28,25.9,940.0,297.6
2022-04-08,3.79,4.861,0.57,0.0,0.0,26.71,26.03,18.03,9.14,9.69,74.99,46.56,20.0,1000.0,286.16
2022-04-09,3.98,5.488,0.76,0.0,0.0,25.85,25.23,19.39,12.52,13.53,63.16,44.06,32.31,1262.0,277.98
2022-04-10,3.52,7.095,1.08,0.0,0.0,20.71,20.0,15.45,10.65,11.12,83.82,69.38,53.89,1054.0,273.36
2022-04-11,3.15,5.449,0.89,0.0,0.0,20.0,19.58,14.77,9.2,9.44,87.4,71.49,55.99,1164.0,245.96
2022-04-12,1.65,5.214,0.58,3.5,7.4,18.33,17.49,15.05,11.54,12.83,84.67,74.85,64.6,852.0,91.68
2022-04-13,2.23,5.586,0.64,3.4,14.7,19.73,19.04,13.88,10.62,10.8,88.98,79.56,53.4,1271.0,149.78
2022-04-14,3.38,7.174,1.08,0.2,0.3,21.85,21.33,16.53,12.76,13.09,88.37,56.36,31.11,1153.0,216.27
2022-04-15,3.76,4.978,0.68,0.0,0.0,25.24,24.46,18.2,12.29,13.12,74.84,44.17,25.88,1150.0,260.65
2022-04-16,4.31,6.997,0.77,0.0,0.0,28.45,27.88,19.22,10.08,10.43,84.6,52.27,26.85,922.0,294.49
2022-04-17,4.25,5.194,0.57,0.0,0.0,28.06,27.48,19.23,11.73,12.06,90.82,57.23,27.38,959.0,305.01
2022-04-20,1.73,7.428,1.14,0.4,2.3,15.44,14.25,12.56,9.64,10.0,96.47,74.07,54.61,1128.0,95.54
2022-04-21,4.18,6.429,1.2,0.0,0.0,22.43,21.81,16.16,11.02,11.6,62.5,42.25,26.75,1215.0,276.43
2022-04-22,2.6,6.782,0.88,0.0,0.0,19.51,18.96,15.37,9.0,9.47,71.14,54.6,41.43,696.9,152.39
2022-04-23,4.68,9.92,1.81,0.1,0.1,21.95,21.48,16.88,11.38,11.66,78.56,40.0,17.34,1245.0,286.53
2022-04-24,4.18,4.9,0.63,0.0,0.0,23.92,23.31,16.03,7.289,7.76,74.65,50.16,29.43,1011.0,327.6
2022-04-25,4.22,5.233,0.54,0.0,0.0,24.43,23.94,16.48,9.07,9.32,81.7,50.68,26.77,1017.0,330.32
2022-04-26,3.35,5.076,0.62,0.0,0.0,21.92,21.36,15.61,9.37,9.68,83.43,54.35,28.19,1004.0,239.13
2022-04-27,1.26,5.312,0.17,0.5,2.0,19.04,18.4,14.32,11.75,11.99,88.38,71.68,38.16,486.2,56.91
2022-04-28,1.21,3.234,0.26,3.6,8.6,15.75,15.33,13.63,11.52,11.72,88.58,82.33,71.58,606.7,61.12
2022-04-29,4.32,5.625,0.83,0.0,0.0,23.16,22.72,16.87,11.06,11.34,75.79,55.62,36.52,998.0,316.83
2022-04-30,4.54,5.723,0.69,0.0,0.0,27.67,26.79,18.56,9.14,9.68,82.75,47.23,24.48,1004.0,320.63
2022-04-30,4.54,5.723,0.69,0.0,0.0,27.67,26.79,18.56,9.14,9.68,82.75,47.23,24.48,1004.0,320.63
2022-05-01,4.05,7.762,0.61,0.0,0.0,29.03,27.85,20.09,11.6,11.88,74.5,51.89,32.44,1324.0,261.58
2022-05-02,3.73,8.33,1.02,0.1,0.2,24.6,23.86,17.5,13.03,13.36,83.33,69.79,48.39,1064.0,240.75
2022-05-03,2.66,6.154,0.37,0.6,1.8,22.12,21.34,15.64,11.09,11.45,89.03,75.56,42.27,1286.0,180.59
2022-05-04,1.02,4.194,0.42,15.0,42.4,15.65,15.09,13.97,12.49,12.61,89.33,88.44,86.8,241.0,44.53
2022-05-05,3.5,6.703,0.89,0.6,1.1,24.32,23.65,17.57,12.32,12.5,88.45,63.04,38.21,1335.0,217.16
2022-05-06,4.83,5.802,0.8,0.0,0.0,27.12,26.55,17.96,10.89,11.07,87.05,59.67,25.6,1011.0,337.98
2022-05-07,4.72,5.919,0.73,0.0,0.0,25.95,25.25,18.38,10.62,11.07,83.8,52.49,27.15,1032.0,337.19
2022-05-08,4.97,6.252,0.87,0.0,0.0,26.88,26.41,18.86,10.08,10.59,80.01,47.28,24.28,1013.0,341.97
2022-05-09,4.75,5.802,0.72,0.0,0.0,26.28,25.82,18.5,11.26,11.84,82.25,52.61,25.14,998.0,333.29
2022-05-10,4.81,5.037,0.6,0.0,0.0,26.58,26.18,19.09,10.99,11.27,78.32,51.54,29.96,1006.0,344.71
2022-05-11,4.94,4.939,0.73,0.0,0.0,27.06,26.53,18.98,11.39,11.69,79.34,52.24,29.34,1006.0,344.75
2022-05-12,4.87,5.39,0.86,0.0,0.0,25.9,25.48,19.07,11.73,12.41,84.13,58.51,32.07,1053.0,333.26
2022-05-13,4.98,4.214,0.61,0.0,0.0,29.44,28.79,21.06,13.4,13.82,83.98,57.72,32.94,972.0,331.77
2022-05-14,4.89,6.194,0.72,0.0,0.0,28.97,28.19,20.98,13.7,14.11,73.62,45.66,22.26,1191.0,315.59
2022-05-15,4.77,4.88,0.51,0.0,0.0,29.73,29.03,21.76,13.18,13.71,71.6,49.39,31.95,1069.0,316.08
2022-05-16,5.3,5.704,0.59,0.0,0.0,31.51,30.83,23.58,15.12,15.69,82.55,52.49,29.98,991.0,337.62
2022-05-17,5.29,4.645,0.52,0.0,0.0,32.13,31.73,24.08,16.24,16.43,80.07,54.5,32.77,967.0,334.36
2022-05-18,5.45,5.41,0.66,0.0,0.0,32.01,31.59,23.98,16.57,16.74,76.69,48.42,24.32,982.0,338.81
2022-05-19,5.61,6.115,1.02,0.0,0.0,29.76,29.35,22.77,15.59,15.87,70.46,49.85,28.08,1002.0,340.03
2022-05-20,5.45,6.488,0.97,0.0,0.0,30.29,29.69,23.68,16.47,16.71,73.33,51.09,32.92,982.0,324.05
2022-05-21,5.63,4.939,0.86,0.0,0.0,31.07,30.61,23.65,16.1,16.78,76.29,44.61,16.74,993.0,341.45
2022-05-22,5.03,5.018,0.51,0.0,0.0,35.45,34.45,25.32,15.02,15.35,67.66,39.69,18.48,1087.0,304.42
2022-05-23,6.07,6.37,0.94,0.0,0.0,33.54,32.62,26.04,18.78,19.49,61.45,39.23,24.11,995.0,346.89
2022-05-24,5.57,6.684,0.9,0.0,0.0,30.94,29.72,24.43,17.34,17.77,70.18,51.34,28.66,1042.0,332.59
2022-05-25,5.5,6.154,1.42,0.0,0.0,27.12,25.87,20.43,15.46,16.01,67.2,40.23,22.59,1208.0,319.96
2022-05-26,5.31,5.743,0.83,0.0,0.0,27.18,26.58,20.72,12.78,13.31,79.09,45.33,26.11,1200.0,353.93
2022-05-27,5.62,6.684,0.69,0.0,0.0,32.76,32.12,23.24,12.84,13.55,65.21,38.9,16.08,1004.0,357.23
2022-05-28,6.1,6.88,1.04,0.0,0.0,32.82,32.05,24.86,14.85,15.57,76.68,38.61,18.24,999.0,354.35
2022-05-29,5.88,6.782,0.78,0.0,0.0,36.07,35.49,26.57,16.57,16.91,58.63,34.6,13.25,1117.0,336.05
2022-05-30,5.18,5.743,0.7,0.0,0.0,33.28,31.98,24.79,16.54,16.91,64.39,39.06,18.98,1137.0,301.8
2022-05-30,5.18,5.743,0.7,0.0,0.0,33.28,31.98,24.79,16.54,16.91,64.39,39.06,18.98,1137.0,301.8
2022-05-31,5.66,5.762,0.69,0.0,0.0,32.11,31.31,24.44,15.63,15.99,66.83,43.44,28.38,989.0,350.94
2022-06-01,5.5,4.273,0.53,0.0,0.0,32.16,31.53,24.23,16.64,16.97,79.73,55.89,33.35,971.0,344.64
2022-06-02,5.11,5.684,0.56,0.0,0.0,34.15,33.31,25.41,18.01,18.41,81.93,54.6,24.97,1119.0,296.7
2022-06-03,5.41,5.155,0.66,0.0,0.0,32.2,31.7,24.76,18.68,19.29,80.55,54.14,31.93,1143.0,319.66
2022-06-04,5.87,5.88,0.8,0.0,0.0,32.96,32.1,25.17,17.44,17.83,78.77,42.52,13.25,984.0,349.28
2022-06-05,6.22,5.566,1.06,0.0,0.0,34.92,33.4,26.75,19.15,20.75,49.01,27.22,16.92,1163.0,331.51
2022-06-06,5.88,6.213,0.69,0.0,0.0,34.39,33.87,25.53,15.97,16.61,57.36,34.38,14.77,1042.0,357.84
2022-06-07,5.99,4.861,0.62,0.0,0.0,36.6,35.86,26.89,17.04,18.07,66.82,41.07,19.58,993.0,353.6
2022-06-08,5.18,6.39,0.56,0.0,0.0,37.91,36.62,27.74,17.48,17.96,70.64,40.26,17.86,1136.0,286.35
2022-06-09,6.46,6.311,1.14,0.0,0.0,33.31,32.68,26.61,21.17,21.67,75.94,50.39,28.09,987.0,352.22
2022-06-10,6.06,5.468,0.81,0.0,0.0,32.57,31.83,25.71,19.59,19.79,76.18,52.06,32.0,995.0,356.63
2022-06-11,5.94,5.233,0.7,0.0,0.0,33.15,32.5,25.61,17.15,17.54,68.59,40.39,19.82,1004.0,361.31
2022-06-12,5.7,5.174,0.62,0.0,0.0,34.95,34.13,25.98,16.3,16.66,65.15,31.88,12.89,1014.0,346.22
2022-06-13,5.73,5.664,0.62,0.0,0.0,36.67,35.96,27.01,16.95,17.64,49.14,28.66,12.1,1059.0,341.17
2022-06-14,6.27,5.9,0.79,0.0,0.0,39.08,38.11,29.04,18.99,19.48,56.97,29.56,13.41,975.0,341.17
2022-06-15,5.32,4.724,0.61,0.0,0.0,37.58,36.72,29.43,20.59,21.33,63.23,37.18,18.33,1147.0,282.75
2022-06-16,5.88,5.096,0.66,0.0,0.0,38.47,37.68,29.37,21.4,21.98,59.6,32.55,14.33,924.0,320.09
2022-06-17,6.19,5.135,0.69,0.0,0.0,40.13,39.23,29.76,20.1,20.94,51.73,25.77,11.51,967.0,341.72
2022-06-18,6.03,5.939,0.68,0.0,0.0,38.71,37.98,28.97,18.45,19.41,45.18,26.56,13.22,969.0,341.48
2022-06-19,5.79,5.86,0.63,0.0,0.0,35.9,34.84,27.77,21.04,21.34,67.58,41.47,28.02,930.0,326.43
2022-06-20,5.77,5.88,0.89,0.0,0.0,34.58,34.05,27.61,21.03,21.33,73.56,51.51,27.57,926.0,305.57
2022-06-21,4.84,5.978,0.9,2.6,4.3,35.05,34.02,26.94,20.7,21.1,86.92,55.66,31.15,1075.0,236.36
2022-06-22,6.39,7.076,1.15,0.1,0.6,32.28,31.59,25.17,20.39,20.68,87.82,51.16,24.26,1133.0,359.5
2022-06-23,6.39,7.997,1.05,0.0,0.0,32.75,32.16,25.45,16.57,17.04,73.78,39.75,14.91,1025.0,369.44
2022-06-24,6.14,7.899,1.0,0.0,0.0,33.35,32.42,25.9,18.55,19.11,57.51,32.94,19.18,1212.0,342.82
2022-06-25,6.17,5.762,0.74,0.0,0.0,35.76,34.9,26.05,16.88,17.44,69.86,38.91,17.25,1003.0,363.07
2022-06-26,6.03,6.037,0.84,0.0,0.0,32.89,31.86,25.43,18.25,18.58,81.13,52.82,28.04,999.0,355.23
2022-06-27,5.9,4.92,0.82,0.0,0.0,32.79,31.56,25.5,18.42,18.66,81.62,53.91,24.67,1298.0,347.23
2022-06-28,5.85,5.233,0.85,0.0,0.0,32.5,31.99,26.77,21.61,22.18,71.16,51.65,33.07,1251.0,326.94
2022-06-29,6.17,6.272,0.88,0.0,0.0,34.1,32.97,26.27,19.05,19.45,76.64,51.32,24.3,995.0,353.06
2022-06-29,6.17,6.272,0.88,0.0,0.0,34.1,32.97,26.27,19.05,19.45,76.64,51.32,24.3,995.0,353.06
2022-06-30,5.83,5.86,0.66,0.0,0.0,32.44,31.84,26.36,19.26,19.66,76.75,48.15,25.28,982.0,348.85
2022-07-01,5.87,7.742,1.26,0.0,0.0,31.68,30.97,25.32,19.49,20.0,79.8,60.49,33.68,1139.0,317.89
2022-07-02,5.45,5.919,0.97,0.0,0.0,31.64,31.07,26.3,21.5,21.75,78.99,53.98,31.18,1060.0,293.83
2022-07-03,5.72,6.154,0.88,0.0,0.0,34.2,33.62,28.1,21.44,22.1,69.96,48.82,27.33,1126.0,303.23
2022-07-04,6.1,4.332,0.8,0.0,0.0,37.77,36.94,29.62,23.48,23.86,71.85,48.87,27.12,1083.0,315.6
2022-07-05,5.63,5.88,1.21,0.0,0.0,33.75,33.3,27.97,24.11,24.28,70.57,57.79,40.66,1051.0,274.13
2022-07-06,5.68,6.35,1.12,0.0,0.0,34.08,33.17,28.09,24.35,24.78,77.99,59.37,39.42,1152.0,285.21
2022-07-07,5.89,4.92,0.76,0.0,0.0,33.48,32.82,27.14,21.07,21.63,74.56,50.39,30.58,997.0,334.78
2022-07-08,6.08,5.135,0.73,0.0,0.0,34.48,33.87,28.0,20.33,20.91,72.16,41.96,21.69,982.0,349.56
2022-07-09,6.01,5.978,0.7,0.0,0.0,35.2,34.21,27.12,19.39,19.91,59.71,43.76,23.14,986.0,351.9
2022-07-10,6.01,5.292,0.64,0.0,0.0,35.95,35.44,28.23,20.0,20.26,68.08,39.56,20.13,980.0,349.04
2022-07-11,5.87,5.253,0.65,0.0,0.0,36.74,36.03,28.07,19.69,20.16,56.87,36.35,12.72,978.0,342.13
2022-07-12,6.44,6.586,0.93,0.0,0.0,36.46,36.04,28.49,19.42,20.49,65.37,34.72,15.47,982.0,351.06
2022-07-13,6.12,6.586,0.69,0.0,0.0,39.43,38.62,29.65,20.17,20.72,47.83,27.96,11.41,975.0,347.62
2022-07-14,6.06,6.154,0.77,0.0,0.0,38.21,37.68,29.38,19.76,20.11,46.83,28.8,15.68,960.0,333.31
2022-07-15,5.96,4.606,0.64,0.0,0.0,37.94,37.33,29.12,20.03,20.68,53.49,31.47,14.22,967.0,344.46
2022-07-16,6.01,7.252,0.65,0.0,0.0,39.05,38.17,29.51,19.56,20.48,53.51,29.6,14.83,971.0,342.32
2022-07-17,6.12,5.802,0.75,0.0,0.0,37.87,37.01,29.38,19.39,19.98,54.47,30.37,15.29,982.0,345.77
2022-07-18,6.0,5.116,0.66,0.0,0.0,37.94,37.38,29.36,20.47,21.31,49.64,32.62,16.56,975.0,343.0
2022-07-19,5.98,5.645,0.71,0.0,0.0,38.34,37.37,29.47,20.67,21.39,59.46,36.45,15.35,952.0,332.64
2022-07-20,6.43,6.056,1.08,0.0,0.0,35.62,34.91,28.97,22.28,22.58,76.7,51.97,23.74,963.0,338.25
2022-07-21,6.21,5.272,0.77,0.0,0.0,37.03,36.33,29.68,23.96,24.51,77.08,46.71,19.75,965.0,334.67
2022-07-22,5.84,5.214,0.66,0.0,0.0,38.04,37.29,29.72,20.74,21.41,65.76,38.65,16.51,943.0,326.38
2022-07-23,6.03,5.978,0.77,0.0,0.0,38.21,37.26,29.83,21.74,22.36,63.55,41.84,21.67,934.0,323.76
2022-07-24,5.93,5.37,0.64,0.0,0.0,38.92,38.21,30.66,22.42,22.92,71.91,44.22,18.21,945.0,324.36
2022-07-25,5.9,6.076,0.66,0.0,0.0,45.29,44.46,33.58,22.52,22.94,55.57,31.97,7.66,1106.0,301.59
2022-07-26,5.84,5.135,0.72,0.0,0.0,35.85,35.32,30.17,25.33,25.66,79.55,57.64,36.85,917.0,309.51
2022-07-27,5.02,6.037,0.78,0.0,0.0,35.09,34.12,29.29,24.99,25.25,75.73,58.54,39.87,1182.0,254.8
2022-07-28,6.04,6.174,0.84,0.0,0.0,36.46,35.7,29.83,24.29,24.53,76.0,56.11,33.62,986.0,319.05
2022-07-29,6.09,8.9,0.86,0.0,0.0,37.16,36.31,29.72,24.69,25.01,77.62,58.53,34.57,934.0,317.42
2022-07-29,6.09,8.9,0.86,0.0,0.0,37.16,36.31,29.72,24.69,25.01,77.62,58.53,34.57,934.0,317.42
2022-07-30,4.97,6.154,1.15,0.0,0.0,34.11,33.34,29.02,25.67,25.88,75.76,59.82,39.89,1029.0,230.76
